993,제43회 생거진천 문화축제,미정,2022-10-07,2022-10-09,"문화예술공연, 민속경기, 군민 가요제, 각종 체험프로그램 등",생거진천문화축제추진위원회,진천문화원,043-539-3603,http://www.jincheon.go.kr,충청북도 진천군 진천읍 백사천길 17,36.86152209,127.4420392,Y
994,풍암골 신암마을 당산제,풍암 제7어린이공원내 (풍암동1129),2022-02-15,2022-02-15,(코로나19로 인한 취소) 민속고유 명절인 대보름을 맞이하여 사라져가는 전통세시풍속인 당산제를 재현하여 지역 주민들의 평안과 발전 및 풍요다산을 기원,광주광역시 서구,미정,062-350-4988,https://www.seogu.gwangju.kr/menu.es?mid=a70302000000,,35.12401153,126.8815859,Y
995,서창만드리 풍년제,서구 서창동 한옥문화관 일원,2022-07-25,2022-08-12,"의식행사, 들노래 만드리 재현, 문화예술공연, 전통문화 체험부스 운영 등",광주광역시 서구,미정,062-350-4988,https://www.seogu.gwangju.kr/menu.es?mid=a70302000000,광주광역시 서구 서창발산길 10(서창동),35.1071746,126.8231387,Y
996,영산강 서창들녁 억새축제,영산강(극락교~서창교 3.5km)일원,2022-10-13,2022-10-16,"공식행사, 걷기행사, 생태환경콘서트, 억새생태포토존, 체험행사 등",광주광역시 서구,광주광역시 서구,062-350-4792,http://www.seogu.gwangju.kr/sgfesta,광주광역시 서구 서창둑길 377 (벽진동),35.13849504,126.8287602146,Y
997,2022 대구할로윈축제,앞산카페거리 + 안지랑곱창골목,2022-10-29,2022-10-30,미군부대가 있는 남구의 다문화적 특성과 관광자원을 연계한 이색 축제,남구문화행사추진원회,남구문화행사추진원회,053-664-3262,,대구광역시 남구 안지랑로20길 79-2,35.83821749,128.5756934,Y
998,2022 유달산 봄축제,유달산 일원,2022-04-09,2022-04-10,"온라인 공연, 라이브커머스, 랜선퀴즈대회, 봄을즐겨봄 미션챌린지5종, 메타버스 프로그램(봄축제노래자랑 외)",목포시,목포시축제추진위원회,061-270-8432,http://www.mokpo.go.kr/tour/festival/yudalsan_spring/info,,,,Y
999,(코로나로 일정 미정)해미벚꽃축제,해미면 해미천,2021-04-13,2021-04-14,벚꽃축제 및 공연,해미벚꽃축제추진위원회,해미벚꽃축제추진위원회,041-660-3844,https://www.seosan.go.kr/tour/index.do,,,,Y
1000,(코로나로 일정 미정)지곡 왕산포 서산갯마을축제,지곡면 중리포구,2021-06-08,2019-06-09,갯벌 바지락 캐기 체험 및 공연,지곡왕산포서산갯마을축제추진위원회,지곡왕산포서산갯마을축제추진위원회,041-660-2069,https://www.seosan.go.kr/tour/index.do,충청남도 서산시 지곡면 어름들2길 66,,,Y
1001,(코로나로 일정 미정)류방택 별축제,인지면 류방택천문기상과학관,2019-05-18,2019-05-18,천문과학 관련 체험,(사)금헌류방택기념사업회,(사)금헌류방택기념사업회,041-661-8009,https://www.seosan.go.kr/tour/index.do,충청남도 서산시 인지면 무학로 1353-4,,,Y
972,천사마라톤대회,종합운동장,2018-10-03,2018-10-03,천사데이기념 마라톤대회,사)희망지킴이 천사운동본부,사)희망지킴이 천사운동본부,031-861-1004,http://www.hope1004.org,경기도 동두천시 어등로 45,37.90083977,127.0704987,Y
973,동두천 청소년 별자리과학 축제,종합운동장,2018-10-13,2018-10-13,경기북부지역 청소년들의 과학과 수학에 대한 자신감과 흥미유발,(사)어수회,경기도청+경기도 동두천시청,031-860-2439,http://www.ddc.go.kr,경기도 동두천시 어등로 45,37.90083977,127.0704987,Y
974,동두천시 자원봉사 축제,송내동 시민평화공원,2018-10-20,2018-10-20,"자원봉사자와 시민, 청소년 모두가 하나되는 나눔의 장",(사)동두천시자원봉사센터,경기도 동두천시청,031-860-2214,http://www.ddc.go.kr,경기도 동두천시 중앙로 125,37.89275541,127.0517461,Y
975,DDC할로윈클럽데이,보산동 한미우호광장,2018-10-27,2018-10-28,할로윈데이를 모티브로 한 젊은층 맞춤형 페스티벌,경기관광공사+경기도미술관,경기도청+경기도 동두천시청,031-860-2627,http://www.ddc.go.kr,경기도 동두천시 상패로216번길 42,37.91584622,127.0565068,Y
976,제27회 화도진축제,"동인천역북광장, 화도진공원 일원",2016-05-20,2016-05-21,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,032-770-6922,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),37.476747,126.632239,Y
977,제28회 화도진축제,"동인천역북광장, 화도진공원 일원",2017-05-19,2017-05-20,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,032-770-6922,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),37.476747,126.632239,Y
978,제29회 화도진축제,"동인천역북광장, 화도진공원 일원",2018-05-18,2018-05-19,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,032-770-6922,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),37.476747,126.632239,Y
979,제30회 화도진축제,"동인천역북광장, 화도진공원 일원",2019-05-10,2019-05-11,구한말 인천 앞바다 해안 경계를 위해 설치한 화도진을 배경으로한 대표 군영축제,인천광역시 동구청,인천광역시 동구청,032-770-6923,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),37.476747,126.632239,Y
980,동구문화예술한마당&막걸리페스티벌,"동인천역북광장, 송림아뜨렛길",2019-11-02,2019-11-22,"지역예술인, 지역문화예술동아리의 공연을 즐길 수 있는 문화예술의 장이자 막걸리를 빚던 옛 배다리의 인천양조장과 그 영화를 함께한 동구의 역사를 느껴보는 동구의 새로운 축제",인천광역시 동구청,인천광역시 동구청,032-770-6923,http://www.icdonggu.go.kr/open_content/culture/event/festival.jsp,인천광역시 동구 참외전로 125 (동인천역 광장),37.476747,126.632239,Y
981,제1회 상록수문화제,상록수공원 및 샘골로 일대,2013-08-31,2013-08-31,"기념음악회, 체험박람회, 작품발표회, 사생대회 등",안산시,안산시,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,경기도 안산시 상록구 샘골서길 64,37.299644,126.862700,Y
982,제2회 상록수문화제,상록수공원 및 샘골로 일대,2014-09-27,2014-09-27,"기념음악회, 체험박람회, 작품발표회, 사생대회 등",안산시,안산시,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,경기도 안산시 상록구 샘골서길 64,37.299644,126.862700,Y
983,안산시도서관책문화축제,안산 호수공원 중앙광장,2014-10-14,2014-10-14,"도서관홍보, 체험, 북콘서트, 전시 등",안산중앙도서관,안산중앙도서관,031-481-3862,http://lib.iansan.net,경기도 안산시 상록구 해안로 561(사동),37.298403,126.819135,Y
984,감물감자축제,감물면사무소 일원,2021-06-18,2021-06-20,농특산물(감자) 홍보 및 지역홍보,감물면 축제추진위원회,괴산군,043-830-2433,,충청북도 괴산군 감물면 남양동길 38,36.83914154,127.8714427,Y
985,2021 전국생활문화축제,송도 해상공원,2021-10-08,2021-10-10,"생활문화TV퐝퐝, 메타버스 퐝퐝 등 비대면 온라인 축제","포항문화재단, 지역문화진흥원",문화체육관광부,054-289-7875,http://www.everydaylifeculture.net,경상북도 포항시 남구 송도해안길 112번길 2,36.0403049052,129.3766218071,Y
986,제3회 예천국제스마트폰영화제,"문화회관, 메가박스",2021-11-20,2021-11-21,영화제 시상식 등,예천국제스마트폰영화제조직위원회,예천국제스마트폰영화제조직위원회,054-650-6396,http://yisff.kr,경북 예천군 예천읍 충효로 209-15,36.651261,128.445691,Y
987,부산자갈치축제,자갈치시장 및 유라리광장 일원,2022-10-13,2022-10-16,"개막식, 길놀이, 체험프로그램등",(사)부산자갈치문화관광축제위원회,(사)부산자갈치문화관광축제위원회,051-243-9363,http://www.ejagalchi.com/,부산광역시 중구 자갈치해안로 52,35.0966394,129.0305933,Y
988,부산크리스마스트리문화축제,광복로 및 중구 관내 일원,2022-12-03,2023-01-07,일루미네이션 크리스마스트리장식/성탄음악행사/시민참여행사/점등식 등,(사) 부산기독교총연합회,(사) 부산기독교총연합회,051-464-0112,https://bctf.co.kr,부산광역시 중구 광복중앙로 2,35.0995432,129.0314651,Y
989,둔내고랭지토마토축제,둔내면사무소~둔내파출소 간,2022-08-01,2022-08-01,"토마토풀장, 향토음식체험, 추억의 물총놀이 등",둔내고랭지토마토축제위원회,강원도 횡성군 둔내면사무소,033-340-2704,,강원도 횡성군 둔내면 둔내로51번길 17,37.51240862,128.2185775,Y
990,횡성더덕축제,청일면 유동3리 농거리야영장,2022-08-01,2022-08-01,"더덕요리경연대회, 더덕캐기체험, 더덕품평회 등",횡성더덕축제위원회,강원도 횡성군 청일면사무소,033-340-2706,,강원도 횡성군 청일면 유동로 17,37.58392059,128.1502908,Y
991,안흥찐빵축제,주천강 실미교 아래 둔치,2022-10-01,2022-10-01,"안흥찐빵 시식 및 홍보, 농경문화 체험, 먹거리장터운영 등",안흥찐빵축제위원회,강원도 횡성군 안흥면사무소,033-340-2703,,강원도 횡성군 안흥면 안흥로 27,37.41281125,128.1561222,Y
